"Region Code","Region","Commodity description","Estimate","Number of agricultural businesses","Type","Category","Process"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
109,"Northern Tablelands","Water source - Total volume of water from all sources (ML) (b)","15496","708.08","Water source","",""
109,"Northern Tablelands","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","1557.55","1.3","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
109,"Northern Tablelands","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","3056.01","367.17","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
109,"Northern Tablelands","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","3432.72","218.32","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
109,"Northern Tablelands","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","1448.85","34.91","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
109,"Northern Tablelands","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","1983.88","183.41","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
109,"Northern Tablelands","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","6229.77","310.93","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
109,"Northern Tablelands","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","910","1","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
109,"Northern Tablelands","Water source - Town or reticulated mains supply - Total volume used (ML)","197.27","23.22","Water source","Town or reticulated mains supply ","Total volume used (ML)"
109,"Northern Tablelands","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","112.68","4.39","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
110,"Riverina","Water source - Total volume of water from all sources (ML) (b)","511185.02","1783.06","Water source","",""
110,"Riverina","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","231707.47","672.55","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
110,"Riverina","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","4524.62","425.19","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
110,"Riverina","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","33103.26","342.05","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
110,"Riverina","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","30691.38","118.88","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
110,"Riverina","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","2411.88","223.17","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
110,"Riverina","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","238980.97","607.67","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
110,"Riverina","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","1119.16","10.3","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
110,"Riverina","Water source - Town or reticulated mains supply - Total volume used (ML)","1747.9","207.81","Water source","Town or reticulated mains supply ","Total volume used (ML)"
110,"Riverina","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","1.64","5.47","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
111,"South East NSW","Water source - Total volume of water from all sources (ML) (b)","24362.71","1277.54","Water source","",""
111,"South East NSW","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","5203.32","25.09","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
111,"South East NSW","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","4702.27","747.15","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
111,"South East NSW","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","6223.19","340.59","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
111,"South East NSW","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","4018.22","56.11","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
111,"South East NSW","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","2204.97","284.47","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
111,"South East NSW","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","7091.22","480.52","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
111,"South East NSW","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","906.22","23.11","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
111,"South East NSW","Water source - Town or reticulated mains supply - Total volume used (ML)","235.09","48.59","Water source","Town or reticulated mains supply ","Total volume used (ML)"
111,"South East NSW","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","1.39","1.39","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
112,"Western","Water source - Total volume of water from all sources (ML) (b)","154844.73","580.42","Water source","",""
112,"Western","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","38641.68","111.31","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
112,"Western","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","2828.27","145.85","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
112,"Western","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","68204.3","232.21","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
112,"Western","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","65951.37","147.86","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
112,"Western","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","2252.93","84.34","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
112,"Western","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","45170.48","197.44","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
2,"Victoria","Water source - Total volume of water from all sources (ML) (b)","1503186.47","12239.04","Water source","",""
2,"Victoria","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","803093.06","2754.9","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
2,"Victoria","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","78673.01","5289.97","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
2,"Victoria","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","274353.98","2330.78","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
2,"Victoria","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","263109.28","1372.53","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
2,"Victoria","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","11244.7","972.31","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
2,"Victoria","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","265862.39","4087.66","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
2,"Victoria","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","67672.14","436.92","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
2,"Victoria","Water source - Town or reticulated mains supply - Total volume used (ML)","11810.42","1409.85","Water source","Town or reticulated mains supply ","Total volume used (ML)"
2,"Victoria","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","1721.47","34.8","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
201,"Corangamite","Water source - Total volume of water from all sources (ML) (b)","36040.66","1187.94","Water source","",""
201,"Corangamite","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","1314.06","19.37","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
201,"Corangamite","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","13527","707.26","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
201,"Corangamite","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","1568.65","144.63","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
