Region code,Region label,Commodity description,Estimate,Number of agricultural businesses,Type,Category,Process
102,Central West,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",76812.09,400.84,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
102,Central West,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),4328.6,67,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Area watered (ha)
102,Central West,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),15509.82,67,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Volume applied (ML)
102,Central West,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),3.58,..,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Application rate (ML/ha)
102,Central West,Water use - Vegetables - Total area grown (ha),531.21,5.42,Water use ,Vegetables ,Total area grown (ha)
102,Central West,Water use - Vegetables - Area watered (ha),465.9,4.21,Water use ,Vegetables ,Area watered (ha)
102,Central West,Water use - Vegetables - Volume applied (ML),1388.38,4.21,Water use ,Vegetables ,Volume applied (ML)
102,Central West,Water use - Vegetables - Application rate (ML/ha),2.98,..,Water use ,Vegetables ,Application rate (ML/ha)
102,Central West,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",372.14,32.71,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
102,Central West,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",318.7,15.56,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
102,Central West,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",1742.17,15.56,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
102,Central West,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",5.47,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
102,Central West,Water use - Grapevines - Total area grown (ha),184.56,12.53,Water use ,Grapevines ,Total area grown (ha)
102,Central West,Water use - Grapevines - Area watered (ha),35.38,7.94,Water use ,Grapevines ,Area watered (ha)
102,Central West,Water use - Grapevines - Volume applied (ML),71.51,7.94,Water use ,Grapevines ,Volume applied (ML)
102,Central West,Water use - Grapevines - Application rate (ML/ha),2.02,..,Water use ,Grapevines ,Application rate (ML/ha)
102,Central West,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",121.7,8.26,Water use ,"Nurseries, cut flowers and cultivated turf ",Total area grown (ha)
102,Central West,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",110.46,5.84,Water use ,"Nurseries, cut flowers and cultivated turf ",Area watered (ha)
102,Central West,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",344.79,5.84,Water use ,"Nurseries, cut flowers and cultivated turf ",Volume applied (ML)
102,Central West,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",3.12,..,Water use ,"Nurseries, cut flowers and cultivated turf ",Application rate (ML/ha)
102,Central West,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",934339.14,1782.8,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
102,Central West,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",4584.87,27.66,Water use ,"Cereals for grain or seed, excluding rice ",Area watered (ha)
102,Central West,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",18618.64,27.66,Water use ,"Cereals for grain or seed, excluding rice ",Volume applied (ML)
102,Central West,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",4.06,..,Water use ,"Cereals for grain or seed, excluding rice ",Application rate (ML/ha)
102,Central West,Water use - Cotton - Total area grown (ha) (c),3903.59,37.46,Water use ,Cotton , Total area grown (ha) (c)
102,Central West,Water use - Cotton - Area watered (ha),1742.64,20.84,Water use ,Cotton ,Area watered (ha)
102,Central West,Water use - Cotton - Volume applied (ML),14113,20.84,Water use ,Cotton ,Volume applied (ML)
102,Central West,Water use - Cotton - Application rate (ML/ha),8.1,..,Water use ,Cotton ,Application rate (ML/ha)
102,Central West,Water use - Other crops n.e.c. - Total area grown (ha) (e),183028.3,879.36,Water use ,Other crops n.e.c.,Total area grown (ha) (e)
102,Central West,Water use - Other crops n.e.c. - Area watered (ha),1957.21,8.16,Water use ,Other crops n.e.c.,Area watered (ha)
102,Central West,Water use - Other crops n.e.c. - Volume applied (ML),6034.74,8.16,Water use ,Other crops n.e.c.,Volume applied (ML)
102,Central West,Water use - Other crops n.e.c. - Application rate (ML/ha),3.08,..,Water use ,Other crops n.e.c.,Application rate (ML/ha)
103,Greater Sydney,Area of holding - Total area (ha) (a),59220.59,1304.72,Area of holding ,,
103,Greater Sydney,Number of agricultural businesses (no.),1304.72,1304.72,,,
103,Greater Sydney,Number of agricultural businesses irrigating (no.),783.07,783.07,,,
103,Greater Sydney,Water source - Total volume of water from all sources (ML) (b),25869.66,964.58,Water source ,,
103,Greater Sydney,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),262.15,33.56,Water source , Water taken from irrigation channels or irrigation pipelines ,Total volume used (ML)
103,Greater Sydney,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),6375.18,604.34,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
103,Greater Sydney,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",15418.37,169.11,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
103,Greater Sydney,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)",9841.04,102.02,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where a volumetric/usage charge occurs - Total volume used (ML)
103,Greater Sydney,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",5577.34,68.38,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
103,Greater Sydney,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",1357.24,139.81,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
103,Greater Sydney,"Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)",1324.32,16.11,Water source ,"Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ",Total volume used (ML)
103,Greater Sydney,Water source - Town or reticulated mains supply - Total volume used (ML),1076.81,279.69,Water source ,Town or reticulated mains supply ,Total volume used (ML)
103,Greater Sydney,Water source - Other sources of water (excluding rainfall) - Total volume used (ML),55.58,9.43,Water source ,Other sources of water (excluding rainfall) ,Total volume used (ML)
103,Greater Sydney,Water use - Total area watered (ha),np,783.07,Water use ,,
103,Greater Sydney,Water use - Total volume applied (ML),np,783.07,Water use ,,
103,Greater Sydney,Water use - Total application rate (ML/ha),np,..,Water use ,,
103,Greater Sydney,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),35282.65,398.06,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
103,Greater Sydney,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),653.09,38.61,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Area watered (ha)
103,Greater Sydney,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),1864.09,38.61,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Volume applied (ML)
103,Greater Sydney,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),2.85,..,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Application rate (ML/ha)
103,Greater Sydney,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",2095.86,58.5,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
103,Greater Sydney,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),np,37.07,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Area watered (ha)
103,Greater Sydney,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),np,37.07,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Volume applied (ML)
103,Greater Sydney,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),np,..,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Application rate (ML/ha)
103,Greater Sydney,Water use - Vegetables - Total area grown (ha),3063.88,482.14,Water use ,Vegetables ,Total area grown (ha)
103,Greater Sydney,Water use - Vegetables - Area watered (ha),2501.3,433.59,Water use ,Vegetables ,Area watered (ha)
103,Greater Sydney,Water use - Vegetables - Volume applied (ML),6898.73,433.59,Water use ,Vegetables ,Volume applied (ML)
103,Greater Sydney,Water use - Vegetables - Application rate (ML/ha),2.76,..,Water use ,Vegetables ,Application rate (ML/ha)
103,Greater Sydney,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",889.58,151.64,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
103,Greater Sydney,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",764.63,82.97,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
103,Greater Sydney,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",2353.76,82.97,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
103,Greater Sydney,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",3.08,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
103,Greater Sydney,Water use - Grapevines - Total area grown (ha),6.82,2.27,Water use ,Grapevines ,Total area grown (ha)
103,Greater Sydney,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",2224.41,316.41,Water use ,"Nurseries, cut flowers and cultivated turf ",Total area grown (ha)
103,Greater Sydney,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",1945.72,252.53,Water use ,"Nurseries, cut flowers and cultivated turf ",Area watered (ha)
103,Greater Sydney,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",7727.39,252.53,Water use ,"Nurseries, cut flowers and cultivated turf ",Volume applied (ML)
103,Greater Sydney,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",3.97,..,Water use ,"Nurseries, cut flowers and cultivated turf ",Application rate (ML/ha)
103,Greater Sydney,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",316.91,3.74,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
103,Greater Sydney,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",230,2,Water use ,"Cereals for grain or seed, excluding rice ",Area watered (ha)
103,Greater Sydney,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",1264,2,Water use ,"Cereals for grain or seed, excluding rice ",Volume applied (ML)
103,Greater Sydney,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",5.5,..,Water use ,"Cereals for grain or seed, excluding rice ",Application rate (ML/ha)
103,Greater Sydney,Water use - Other crops n.e.c. - Total area grown (ha) (e),7.26,3.63,Water use ,Other crops n.e.c.,Total area grown (ha) (e)
104,Hunter,Area of holding - Total area (ha) (a),1006141.58,1709.95,Area of holding ,,
104,Hunter,Number of agricultural businesses (no.),1709.95,1709.95,,,
104,Hunter,Number of agricultural businesses irrigating (no.),517.42,517.42,,,
