"Region Code","Region","Commodity description","Estimate","Number of agricultural businesses","Type","Category","Process"
105,"Murray","Water use - Grapevines - Total area grown (ha)","957.83","24.85","Water use","Grapevines ","Total area grown (ha)"
105,"Murray","Water use - Grapevines - Area watered (ha)","848.54","18.18","Water use","Grapevines ","Area watered (ha)"
105,"Murray","Water use - Grapevines - Volume applied (ML)","4546.08","18.18","Water use","Grapevines ","Volume applied (ML)"
105,"Murray","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","218.61","10.06","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
105,"Murray","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","87.83","2.96","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
105,"Murray","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","148.49","2.96","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
105,"Murray","Water use - Rice - Total area grown (ha)","493.65","7.6","Water use","Rice ","Total area grown (ha)"
105,"Murray","Water use - Rice - Area watered (ha)","493.65","7.6","Water use","Rice ","Area watered (ha)"
105,"Murray","Water use - Rice - Volume applied (ML)","6928.22","7.6","Water use","Rice ","Volume applied (ML)"
105,"Murray","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","473048","1003.67","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
105,"Murray","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","24390.12","130.4","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
105,"Murray","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","45590.98","130.4","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
105,"Murray","Water use - Cotton - Total area grown (ha) (c)","879.05","6.52","Water use","Cotton "," Total area grown (ha) (c)"
105,"Murray","Water use - Cotton - Area watered (ha)","879.05","6.52","Water use","Cotton ","Area watered (ha)"
105,"Murray","Water use - Cotton - Volume applied (ML)","7032.37","6.52","Water use","Cotton ","Volume applied (ML)"
105,"Murray","Water use - Other crops n.e.c. - Total area grown (ha) (e)","101666.02","479.09","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
105,"Murray","Water use - Other crops n.e.c. - Area watered (ha)","5770.47","36.06","Water use","Other crops n.e.c.","Area watered (ha)"
105,"Murray","Water use - Other crops n.e.c. - Volume applied (ML)","7904.2","36.06","Water use","Other crops n.e.c.","Volume applied (ML)"
106,"North Coast","Water use - Total area watered (ha)","11355.48","721.29","Water use","",""
106,"North Coast","Water use - Total volume applied (ML)","22571.18","721.29","Water use","",""
106,"North Coast","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","503371.44","2164.53","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
106,"North Coast","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","2108.21","110.36","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
106,"North Coast","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","3258.63","110.36","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
106,"North Coast","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","6560.84","309.4","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
106,"North Coast","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","3.17","1.32","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
106,"North Coast","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","26.4","1.32","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
106,"North Coast","Water use - Vegetables - Total area grown (ha)","571.31","148.58","Water use","Vegetables ","Total area grown (ha)"
106,"North Coast","Water use - Vegetables - Area watered (ha)","462.79","124.51","Water use","Vegetables ","Area watered (ha)"
106,"North Coast","Water use - Vegetables - Volume applied (ML)","1020.68","124.51","Water use","Vegetables ","Volume applied (ML)"
106,"North Coast","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","15681.25","862.86","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
106,"North Coast","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","6705.74","389.97","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
106,"North Coast","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","12338.12","389.97","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
106,"North Coast","Water use - Grapevines - Total area grown (ha)","22.43","4.57","Water use","Grapevines ","Total area grown (ha)"
106,"North Coast","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","464.55","132.02","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
106,"North Coast","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","357.61","100.29","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
106,"North Coast","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","1104.79","100.29","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
106,"North Coast","Water use - Rice - Total area grown (ha)","54.89","5.49","Water use","Rice ","Total area grown (ha)"
106,"North Coast","Water use - Rice - Area watered (ha)","54.89","5.49","Water use","Rice ","Area watered (ha)"
106,"North Coast","Water use - Rice - Volume applied (ML)","21.96","5.49","Water use","Rice ","Volume applied (ML)"
106,"North Coast","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","1490.02","54.52","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
106,"North Coast","Water use - Sugar cane - Total area grown (ha) (d)","21607.74","264.53","Water use","Sugar cane ","Total area grown (ha) (d)"
106,"North Coast","Water use - Sugar cane - Area watered (ha)","473.24","24.19","Water use","Sugar cane ","Area watered (ha)"
106,"North Coast","Water use - Sugar cane - Volume applied (ML)","2214.98","24.19","Water use","Sugar cane ","Volume applied (ML)"
106,"North Coast","Water use - Other crops n.e.c. - Total area grown (ha) (e)","11450.78","248.57","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
106,"North Coast","Water use - Other crops n.e.c. - Area watered (ha)","1189.83","16.83","Water use","Other crops n.e.c.","Area watered (ha)"
106,"North Coast","Water use - Other crops n.e.c. - Volume applied (ML)","2585.61","16.83","Water use","Other crops n.e.c.","Volume applied (ML)"
108,"North West NSW","Water use - Total area watered (ha)","50999.38","328.38","Water use","",""
108,"North West NSW","Water use - Total volume applied (ML)","174081.61","328.38","Water use","",""
108,"North West NSW","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","3297733.69","2365.7","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
108,"North West NSW","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","2843.65","73.54","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
108,"North West NSW","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","6869.77","73.54","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
108,"North West NSW","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","58580.64","411.83","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
108,"North West NSW","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","np","96.94","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
108,"North West NSW","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","np","96.94","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
108,"North West NSW","Water use - Vegetables - Total area grown (ha)","13.24","1.32","Water use","Vegetables ","Total area grown (ha)"
108,"North West NSW","Water use - Vegetables - Area watered (ha)","13.24","1.32","Water use","Vegetables ","Area watered (ha)"
108,"North West NSW","Water use - Vegetables - Volume applied (ML)","1.32","1.32","Water use","Vegetables ","Volume applied (ML)"
108,"North West NSW","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","2472.07","29.27","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
108,"North West NSW","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","1928.21","15.52","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
108,"North West NSW","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","11564.91","15.52","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
108,"North West NSW","Water use - Grapevines - Total area grown (ha)","1.32","1.32","Water use","Grapevines ","Total area grown (ha)"
108,"North West NSW","Water use - Grapevines - Area watered (ha)","1.32","1.32","Water use","Grapevines ","Area watered (ha)"
108,"North West NSW","Water use - Grapevines - Volume applied (ML)","0.66","1.32","Water use","Grapevines ","Volume applied (ML)"
108,"North West NSW","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","30.47","4.65","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
108,"North West NSW","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","np","2.65","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
108,"North West NSW","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","np","2.65","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
108,"North West NSW","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","538285.63","996.54","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
108,"North West NSW","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","16647.95","113.17","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
108,"North West NSW","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","36236.3","113.17","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
108,"North West NSW","Water use - Cotton - Total area grown (ha) (c)","36236.23","135.32","Water use","Cotton "," Total area grown (ha) (c)"
108,"North West NSW","Water use - Cotton - Area watered (ha)","23783.84","118.37","Water use","Cotton ","Area watered (ha)"
